delivery_id,truck_id,timestamp,origin_branch,destination_branch,distance_km,fuel_consumed_liters,status
DEL-048725,TRK-0598,2/21/2026 14:12,BR-014,BR-010,395.86,45.12,Completed
DEL-048726,TRK-0087,2/8/2026 8:20,BR-047,BR-002,91.85,10.01,Completed
DEL-048727,TRK-0578,2/3/2026 22:29,BR-023,BR-039,461.74,41.18,Delayed
DEL-048728,TRK-0057,2/24/2026 16:47,BR-005,BR-038,292.31,41.99,Delayed
DEL-048729,TRK-0579,2/1/2026 16:09,BR-002,BR-019,332.1,31.81,Completed
DEL-048730,TRK-0351,2/2/2026 17:45,BR-007,BR-008,309.12,42.29,Delayed
DEL-048731,TRK-0120,2/19/2026 14:10,BR-018,BR-022,226.89,34.68,Completed
DEL-048732,TRK-0228,2/6/2026 10:52,BR-018,BR-035,121.64,30.61,Completed
DEL-048733,TRK-0430,2/10/2026 13:34,BR-007,BR-044,234.26,26.09,Completed
DEL-048734,TRK-0141,2/1/2026 21:36,BR-041,BR-033,431.93,50.67,Cancelled
DEL-048735,TRK-0431,2/13/2026 19:14,BR-005,BR-007,382.67,62.61,Completed
DEL-048736,TRK-0851,2/9/2026 7:12,BR-000,BR-014,131.09,21.49,Completed
DEL-048737,TRK-0242,2/18/2026 13:47,BR-008,BR-010,142.99,14.63,Cancelled
DEL-048738,TRK-0707,2/7/2026 15:13,BR-049,BR-031,426.36,55.74,Delayed
DEL-048739,TRK-0091,2/27/2026 7:20,BR-036,BR-042,264.32,25.71,Completed
DEL-048740,TRK-0120,2/21/2026 10:41,BR-038,BR-011,15.73,1.5,Completed
DEL-048741,TRK-0657,2/6/2026 13:34,BR-002,BR-027,373.73,49.57,Cancelled
DEL-048742,TRK-0243,2/21/2026 21:20,BR-036,BR-003,393.34,38.61,Completed
DEL-048743,TRK-0497,2/28/2026 10:34,BR-026,BR-035,253.19,29.92,Completed
DEL-048744,TRK-0888,2/4/2026 22:47,BR-007,BR-034,324.41,29.95,Cancelled
DEL-048745,TRK-0938,2/8/2026 17:59,BR-023,BR-009,216.16,25.24,Completed
DEL-048746,TRK-0969,2/23/2026 16:40,BR-019,BR-033,388.99,52.15,Delayed
DEL-048747,TRK-0628,2/2/2026 16:57,BR-017,BR-047,127.73,16.45,Completed
DEL-048748,TRK-0979,2/11/2026 12:07,BR-021,BR-032,366.46,48.6,Completed
DEL-048749,TRK-0675,2/26/2026 12:54,BR-015,BR-019,139.78,21.77,Completed
DEL-048750,TRK-0159,2/11/2026 7:08,BR-002,BR-004,445.04,37.17,Completed
DEL-048751,TRK-0480,2/17/2026 7:41,BR-041,BR-047,165.49,45.46,Completed
DEL-048752,TRK-0335,2/7/2026 18:14,BR-026,BR-046,12.39,3.35,Completed
DEL-048753,TRK-0843,2/17/2026 16:11,BR-010,BR-009,111.04,18.57,Delayed
DEL-048754,TRK-0839,2/28/2026 7:29,BR-044,BR-016,462.03,141.4,Completed
DEL-048755,TRK-0731,2/18/2026 12:19,BR-011,BR-027,119.92,13.97,Cancelled
DEL-048756,TRK-0781,3/1/2026 13:38,BR-008,BR-004,113.49,25.46,Completed
DEL-048757,TRK-0425,2/3/2026 12:26,BR-039,BR-029,45.99,11.55,Completed
DEL-048758,TRK-0897,2/18/2026 13:23,BR-014,BR-041,186.21,19.62,Delayed
DEL-048759,TRK-0804,2/1/2026 10:12,BR-048,BR-032,325.83,41.51,Completed
DEL-048760,TRK-0481,2/28/2026 9:47,BR-025,BR-039,368.88,119.25,Completed
DEL-048761,TRK-0917,2/23/2026 7:43,BR-000,BR-014,434.75,86.73,Cancelled
DEL-048762,TRK-0832,2/8/2026 11:19,BR-015,BR-047,231.27,28.8,Completed
DEL-048763,TRK-0596,2/1/2026 17:24,BR-010,BR-032,205.64,27.44,Completed
DEL-048764,TRK-0233,2/4/2026 20:32,BR-028,BR-003,398.97,87.69,Completed
DEL-048765,TRK-0642,2/14/2026 14:06,BR-013,BR-032,359.23,51.51,Delayed
DEL-048766,TRK-0502,2/13/2026 12:50,BR-008,BR-016,171.66,15.17,Completed
DEL-048767,TRK-0673,2/17/2026 6:23,BR-047,BR-030,144.1,24.29,Completed
DEL-048768,TRK-0482,2/15/2026 20:12,BR-024,BR-027,489.18,91.51,Cancelled
DEL-048769,TRK-0713,2/18/2026 20:08,BR-004,BR-000,378.06,41.79,Delayed
DEL-048770,TRK-0635,3/1/2026 14:17,BR-035,BR-005,336.6,32.86,Completed
DEL-048771,TRK-0960,2/4/2026 8:56,BR-013,BR-019,275.4,26.67,Completed
DEL-048772,TRK-0453,2/14/2026 10:22,BR-004,BR-018,300.32,55.1,Completed
DEL-048773,TRK-0878,2/8/2026 6:16,BR-007,BR-008,236.57,36.71,Cancelled
DEL-048774,TRK-0361,2/23/2026 12:51,BR-031,BR-016,202.73,38.53,Completed
DEL-048775,TRK-0441,2/5/2026 20:21,BR-007,BR-027,197.63,31.3,Delayed
DEL-048776,TRK-0513,2/10/2026 15:07,BR-000,BR-044,309.43,45.35,Delayed
DEL-048777,TRK-0637,2/14/2026 7:36,BR-025,BR-028,352.87,29.98,Completed
DEL-048778,TRK-0173,2/8/2026 9:03,BR-028,BR-047,388.75,52.39,Completed
DEL-048779,TRK-0805,2/9/2026 6:28,BR-002,BR-043,406.73,53.38,Delayed
DEL-048780,TRK-0298,2/19/2026 14:46,BR-013,BR-022,377.83,64.49,Delayed
DEL-048781,TRK-0307,2/1/2026 9:04,BR-020,BR-033,417.92,80.17,Completed
DEL-048782,TRK-0995,3/2/2026 9:07,BR-012,BR-039,444.35,130.01,Completed
DEL-048783,TRK-0176,2/8/2026 6:13,BR-042,BR-035,268.09,29.2,Completed
DEL-048784,TRK-0441,2/10/2026 21:46,BR-045,BR-020,290.83,32.94,Completed
DEL-048785,TRK-0117,2/25/2026 10:36,BR-027,BR-017,206.36,27.22,Completed
DEL-048786,TRK-0579,2/15/2026 19:06,BR-017,BR-013,306.09,28.04,Cancelled
DEL-048787,TRK-0296,2/27/2026 12:26,BR-001,BR-039,435.63,83.1,Completed
DEL-048788,TRK-0489,2/8/2026 19:21,BR-039,BR-042,54.43,5.91,Completed
DEL-048789,TRK-0202,2/6/2026 21:54,BR-043,BR-028,55.46,11.49,Cancelled
DEL-048790,TRK-0890,2/16/2026 20:19,BR-000,BR-005,213.42,22.37,Delayed
DEL-048791,TRK-0987,2/28/2026 9:42,BR-034,BR-013,479.92,43.86,Completed
DEL-048792,TRK-0325,2/10/2026 8:58,BR-044,BR-045,356.47,69.6,Completed
DEL-048793,TRK-0626,2/18/2026 6:15,BR-046,BR-034,152.25,29.57,Completed
DEL-048794,TRK-0738,2/19/2026 17:49,BR-027,BR-039,356.19,82.44,Cancelled
DEL-048795,TRK-0017,3/1/2026 16:11,BR-003,BR-015,89.24,7.46,Completed
DEL-048796,TRK-0659,2/16/2026 19:00,BR-037,BR-005,231.95,39.95,Cancelled
DEL-048797,TRK-0849,2/16/2026 8:07,BR-010,BR-027,195.31,26.46,Completed
DEL-048798,TRK-0177,2/17/2026 18:45,BR-045,BR-028,180.65,19.45,Completed
DEL-048799,TRK-0531,2/20/2026 15:41,BR-043,BR-035,158.52,19.09,Delayed
DEL-048800,TRK-0488,2/2/2026 13:18,BR-026,BR-038,447.69,81.16,Delayed
DEL-048801,TRK-0443,2/25/2026 6:10,BR-014,BR-033,269.17,66.53,Completed
DEL-048802,TRK-0643,2/27/2026 15:29,BR-024,BR-015,329.08,36.43,Completed
DEL-048803,TRK-0847,2/8/2026 19:38,BR-003,BR-020,228,49.9,Completed
DEL-048804,TRK-0029,2/10/2026 16:27,BR-018,BR-022,444.86,45.78,Completed
DEL-048805,TRK-0846,2/22/2026 12:58,BR-032,BR-003,415.53,92.76,Completed
DEL-048806,TRK-0489,2/27/2026 19:26,BR-049,BR-040,140.06,34.82,Completed
DEL-048807,TRK-0795,2/21/2026 18:25,BR-016,BR-030,144.3,16.63,Completed
DEL-048808,TRK-0870,3/1/2026 18:13,BR-003,BR-047,18.48,4.22,Delayed
DEL-048809,TRK-0375,3/2/2026 22:58,BR-019,BR-034,387.92,47.28,Delayed
DEL-048810,TRK-0130,2/3/2026 16:17,BR-022,BR-026,136.92,41.4,Completed
DEL-048811,TRK-0808,2/23/2026 16:28,BR-023,BR-048,492.26,42.24,Cancelled
DEL-048812,TRK-0067,3/2/2026 7:12,BR-007,BR-038,124.47,14.78,Completed
DEL-048813,TRK-0947,2/26/2026 7:55,BR-031,BR-033,28.73,8.61,Completed
DEL-048814,TRK-0491,2/4/2026 17:39,BR-012,BR-041,259.77,25.68,Cancelled
DEL-048815,TRK-0968,2/6/2026 17:03,BR-029,BR-004,491.83,44.53,Cancelled
DEL-048816,TRK-0697,2/28/2026 9:08,BR-012,BR-021,368.73,94.89,Completed
DEL-048817,TRK-0897,2/16/2026 22:02,BR-022,BR-047,265.71,43.97,Delayed
DEL-048818,TRK-0708,2/26/2026 17:49,BR-007,BR-042,198.84,41.71,Completed
DEL-048819,TRK-0662,2/7/2026 21:09,BR-033,BR-020,383.58,54.75,Cancelled
DEL-048820,TRK-0921,2/27/2026 21:53,BR-038,BR-043,495.51,84.84,Delayed
DEL-048821,TRK-0410,2/25/2026 14:02,BR-040,BR-025,121.94,15.54,Delayed
DEL-048822,TRK-0432,2/4/2026 16:17,BR-009,BR-035,158.75,32.24,Completed
DEL-048823,TRK-0611,2/22/2026 17:59,BR-012,BR-007,471.1,82.85,Completed
DEL-048824,TRK-0345,2/7/2026 14:33,BR-004,BR-000,248.85,32.95,Delayed
DEL-048825,TRK-0129,2/15/2026 9:44,BR-012,BR-007,103.29,12.31,Completed
DEL-048826,TRK-0867,2/9/2026 6:03,BR-006,BR-038,345.3,39.62,Completed
DEL-048827,TRK-0578,2/15/2026 21:06,BR-018,BR-016,398.02,40.79,Delayed
DEL-048828,TRK-0090,2/17/2026 8:46,BR-049,BR-019,385.91,39.7,Completed
DEL-048829,TRK-0297,2/1/2026 19:34,BR-032,BR-013,44.33,5.68,Completed
DEL-048830,TRK-0747,2/2/2026 14:51,BR-012,BR-009,146.68,20.26,Completed
DEL-048831,TRK-0571,2/27/2026 18:19,BR-031,BR-028,95.05,8.05,Delayed
DEL-048832,TRK-0650,2/7/2026 9:46,BR-005,BR-048,91.93,9.09,Completed
DEL-048833,TRK-0310,3/2/2026 20:49,BR-003,BR-037,181.52,19.77,Completed
DEL-048834,TRK-0598,2/6/2026 21:50,BR-029,BR-023,331.36,30.34,Cancelled
DEL-048835,TRK-0975,2/5/2026 11:36,BR-026,BR-003,416.22,35,Delayed
DEL-048836,TRK-0840,2/9/2026 11:51,BR-016,BR-025,462.73,74.91,Delayed
DEL-048837,TRK-0656,2/14/2026 7:44,BR-011,BR-007,384.95,35.39,Delayed
DEL-048838,TRK-0005,2/19/2026 21:04,BR-028,BR-049,359.98,45.78,Delayed
DEL-048839,TRK-0707,2/19/2026 18:35,BR-045,BR-040,340.32,45.14,Completed
DEL-048840,TRK-0747,2/5/2026 9:17,BR-002,BR-029,211.82,22.62,Completed
DEL-048841,TRK-0601,2/17/2026 6:40,BR-012,BR-025,415.36,52.51,Completed
DEL-048842,TRK-0271,2/9/2026 18:25,BR-013,BR-024,207.88,22.2,Completed
DEL-048843,TRK-0344,2/13/2026 14:53,BR-022,BR-046,72.89,6.97,Delayed
DEL-048844,TRK-0863,2/5/2026 12:49,BR-026,BR-021,396.98,56.89,Delayed
DEL-048845,TRK-0190,2/20/2026 19:14,BR-026,BR-011,86.24,13.82,Delayed
DEL-048846,TRK-0482,2/19/2026 6:56,BR-045,BR-038,19.18,4.01,Delayed
DEL-048847,TRK-0342,2/12/2026 7:57,BR-014,BR-040,444.46,140.96,Cancelled
DEL-048848,TRK-0980,2/28/2026 20:00,BR-021,BR-034,113.72,12.84,Cancelled
DEL-048849,TRK-0182,2/8/2026 21:13,BR-034,BR-047,84.81,19.72,Completed
DEL-048850,TRK-0816,2/19/2026 8:21,BR-035,BR-047,363.03,33.21,Completed
DEL-048851,TRK-0714,3/1/2026 21:35,BR-015,BR-047,46.3,4.45,Completed
DEL-048852,TRK-0505,2/10/2026 10:54,BR-048,BR-017,457.11,55.25,Completed
DEL-048853,TRK-0939,2/5/2026 7:24,BR-012,BR-036,186.41,56.64,Cancelled
DEL-048854,TRK-0227,2/26/2026 19:18,BR-042,BR-014,227.73,31.53,Delayed
DEL-048855,TRK-0165,2/8/2026 14:37,BR-035,BR-016,18.72,1.65,Cancelled
DEL-048856,TRK-0561,2/11/2026 11:46,BR-001,BR-011,456.82,57.98,Completed
DEL-048857,TRK-0525,2/17/2026 14:56,BR-032,BR-027,460.76,57.78,Completed
DEL-048858,TRK-0042,2/24/2026 19:24,BR-046,BR-009,234.82,36.02,Cancelled
DEL-048859,TRK-0482,2/12/2026 20:06,BR-041,BR-032,199.6,52.36,Completed
DEL-048860,TRK-0555,2/28/2026 17:37,BR-026,BR-040,39.97,4.95,Delayed
DEL-048861,TRK-0133,2/27/2026 12:37,BR-015,BR-031,444.58,68.43,Delayed
DEL-048862,TRK-0573,2/19/2026 12:47,BR-009,BR-011,287.11,25.59,Completed
DEL-048863,TRK-0301,2/2/2026 18:41,BR-020,BR-033,193.23,25.42,Completed
DEL-048864,TRK-0803,2/26/2026 9:13,BR-007,BR-014,79.17,8.77,Completed
DEL-048865,TRK-0979,3/2/2026 12:05,BR-049,BR-043,156.15,21.59,Completed
DEL-048866,TRK-0488,2/6/2026 15:02,BR-045,BR-031,494.68,70.69,Completed
DEL-048867,TRK-0385,2/9/2026 6:14,BR-018,BR-002,304.41,34.75,Completed
DEL-048868,TRK-0623,2/26/2026 20:18,BR-004,BR-001,265.22,62.53,Completed
DEL-048869,TRK-0735,2/8/2026 9:32,BR-041,BR-012,280.26,23.96,Cancelled
DEL-048870,TRK-0067,2/20/2026 14:44,BR-037,BR-033,282.09,36.58,Delayed
DEL-048871,TRK-0566,2/5/2026 10:05,BR-040,BR-015,282.42,36.94,Delayed
DEL-048872,TRK-0633,2/1/2026 6:40,BR-032,BR-048,52.21,6.16,Completed
DEL-048873,TRK-0704,2/2/2026 20:21,BR-049,BR-030,111.42,25.67,Cancelled
DEL-048874,TRK-0289,2/15/2026 11:25,BR-025,BR-034,341.75,43.16,Completed
DEL-048875,TRK-0840,2/13/2026 11:52,BR-042,BR-022,374.5,61.18,Cancelled
DEL-048876,TRK-0050,2/14/2026 12:12,BR-034,BR-042,256.6,39.59,Completed
DEL-048877,TRK-0357,2/14/2026 15:37,BR-041,BR-031,12.24,2.2,Completed
DEL-048878,TRK-0323,2/25/2026 20:43,BR-044,BR-013,289.33,72.87,Completed
DEL-048879,TRK-0261,2/20/2026 14:44,BR-042,BR-045,279.39,25.76,Cancelled
DEL-048880,TRK-0319,2/12/2026 12:02,BR-039,BR-003,349.63,29.26,Completed
DEL-048881,TRK-0385,2/15/2026 7:42,BR-023,BR-018,255.17,33.58,Delayed
DEL-048882,TRK-0892,2/8/2026 10:18,BR-042,BR-002,112.23,11.42,Completed
DEL-048883,TRK-0437,2/2/2026 6:49,BR-030,BR-000,42.96,12.46,Delayed
DEL-048884,TRK-0122,2/20/2026 8:59,BR-004,BR-011,453.17,38.34,Completed
DEL-048885,TRK-0205,2/26/2026 7:40,BR-022,BR-049,365.32,45.06,Delayed
DEL-048886,TRK-0375,2/8/2026 9:58,BR-026,BR-018,319.94,70.09,Cancelled
DEL-048887,TRK-0509,2/2/2026 21:02,BR-023,BR-008,407.12,90.39,Cancelled
DEL-048888,TRK-0301,2/7/2026 18:43,BR-008,BR-003,149.69,13.32,Completed
DEL-048889,TRK-0791,2/12/2026 7:57,BR-033,BR-027,14.7,2.29,Cancelled
DEL-048890,TRK-0086,2/15/2026 12:00,BR-032,BR-005,292.55,40.24,Delayed
DEL-048891,TRK-0005,2/18/2026 17:02,BR-037,BR-008,377.53,49.96,Delayed
DEL-048892,TRK-0551,2/12/2026 10:19,BR-023,BR-001,142.52,14.95,Completed
DEL-048893,TRK-0430,2/21/2026 20:09,BR-017,BR-033,152.2,24.82,Completed
DEL-048894,TRK-0224,2/8/2026 17:30,BR-012,BR-047,158.03,14.72,Delayed
DEL-048895,TRK-0472,2/28/2026 10:14,BR-039,BR-033,132.04,23.08,Completed
DEL-048896,TRK-0789,2/22/2026 12:28,BR-015,BR-021,51.92,11.13,Cancelled
DEL-048897,TRK-0620,2/5/2026 10:54,BR-016,BR-021,126.48,22.95,Completed
DEL-048898,TRK-0071,2/13/2026 17:12,BR-039,BR-049,413.24,131.72,Completed
DEL-048899,TRK-0829,3/1/2026 19:11,BR-039,BR-034,263.91,28.61,Completed
DEL-048900,TRK-0784,2/12/2026 16:14,BR-022,BR-003,213.75,39.49,Completed
DEL-048901,TRK-0765,2/22/2026 21:29,BR-026,BR-022,76.92,7.75,Cancelled
DEL-048902,TRK-0307,2/19/2026 18:03,BR-009,BR-035,471.21,135.22,Delayed
DEL-048903,TRK-0993,2/25/2026 16:24,BR-049,BR-043,333.14,42.18,Completed
DEL-048904,TRK-0277,2/13/2026 18:46,BR-023,BR-000,239.92,47.9,Delayed
DEL-048905,TRK-0432,2/11/2026 9:36,BR-016,BR-034,421.13,65.25,Cancelled
DEL-048906,TRK-0383,2/1/2026 11:33,BR-006,BR-019,95.07,10.82,Completed
DEL-048907,TRK-0775,2/14/2026 11:44,BR-028,BR-034,213.74,20.98,Completed
DEL-048908,TRK-0393,2/6/2026 10:49,BR-025,BR-013,347.06,31.86,Completed
DEL-048909,TRK-0199,2/2/2026 9:07,BR-032,BR-004,480.15,118.17,Delayed
DEL-048910,TRK-0503,2/14/2026 9:57,BR-045,BR-046,463.64,40.27,Completed
DEL-048911,TRK-0609,2/16/2026 20:47,BR-042,BR-029,23.98,5.18,Cancelled
DEL-048912,TRK-0503,2/8/2026 16:27,BR-011,BR-008,60.28,7.12,Cancelled
DEL-048913,TRK-0324,2/18/2026 22:55,BR-010,BR-034,425.39,39.03,Completed
DEL-048914,TRK-0116,2/10/2026 8:00,BR-000,BR-043,396.03,57.19,Cancelled
DEL-048915,TRK-0958,2/18/2026 10:59,BR-028,BR-004,386.51,47.45,Completed
DEL-048916,TRK-0523,2/4/2026 11:27,BR-045,BR-038,152.29,33.92,Cancelled
DEL-048917,TRK-0283,2/11/2026 18:40,BR-045,BR-041,330.3,67.76,Completed
DEL-048918,TRK-0395,2/5/2026 19:18,BR-041,BR-005,211.81,29.01,Cancelled
DEL-048919,TRK-0554,2/23/2026 10:40,BR-014,BR-027,175.5,18.07,Cancelled
DEL-048920,TRK-0913,2/11/2026 7:57,BR-009,BR-001,306.86,25.84,Completed
DEL-048921,TRK-0213,2/7/2026 13:50,BR-012,BR-041,251,25.63,Delayed
DEL-048922,TRK-0771,2/20/2026 16:38,BR-047,BR-043,317.36,67.65,Completed
DEL-048923,TRK-0839,2/19/2026 15:52,BR-019,BR-036,494.82,111.52,Completed
DEL-048924,TRK-0437,2/12/2026 21:50,BR-028,BR-002,68.95,14.71,Cancelled
DEL-048925,TRK-0906,2/25/2026 21:11,BR-020,BR-027,49.38,6.26,Cancelled
DEL-048926,TRK-0600,2/24/2026 6:03,BR-039,BR-030,171.11,23.85,Completed
DEL-048927,TRK-0328,2/19/2026 7:26,BR-013,BR-000,77.65,15.88,Delayed
DEL-048928,TRK-0116,2/24/2026 9:03,BR-002,BR-044,450.31,63.15,Completed
DEL-048929,TRK-0189,2/19/2026 11:44,BR-049,BR-045,237.74,34.44,Completed
DEL-048930,TRK-0368,3/2/2026 11:45,BR-025,BR-038,480.92,70.64,Cancelled
DEL-048931,TRK-0312,2/1/2026 14:21,BR-035,BR-003,455.81,101.02,Completed
DEL-048932,TRK-0297,2/20/2026 15:32,BR-010,BR-031,285.68,31.86,Completed
DEL-048933,TRK-0116,2/26/2026 11:13,BR-040,BR-041,444.62,47.32,Cancelled
DEL-048934,TRK-0606,2/25/2026 16:39,BR-014,BR-022,30.85,3.84,Cancelled
DEL-048935,TRK-0508,2/4/2026 15:48,BR-029,BR-043,321.37,58.19,Cancelled
DEL-048936,TRK-0844,2/20/2026 10:14,BR-030,BR-003,424.57,59.7,Cancelled
DEL-048937,TRK-0810,2/20/2026 16:13,BR-001,BR-033,124.81,13.35,Completed
DEL-048938,TRK-0289,2/7/2026 18:38,BR-022,BR-011,166.38,17.56,Completed
DEL-048939,TRK-0467,2/11/2026 9:33,BR-021,BR-032,318.52,41.48,Cancelled
DEL-048940,TRK-0005,2/12/2026 21:32,BR-021,BR-031,92.6,16.06,Completed
DEL-048941,TRK-0016,2/3/2026 14:20,BR-014,BR-036,366.7,44.65,Completed
DEL-048942,TRK-0362,2/3/2026 10:45,BR-039,BR-024,86.62,8.09,Delayed
DEL-048943,TRK-0074,2/23/2026 17:37,BR-037,BR-004,198.03,63.77,Completed
DEL-048944,TRK-0427,2/14/2026 13:36,BR-021,BR-048,443.38,58.91,Cancelled
DEL-048945,TRK-0446,2/16/2026 18:18,BR-019,BR-032,463.95,59.77,Delayed
DEL-048946,TRK-0884,2/4/2026 21:02,BR-021,BR-018,305.04,32.2,Completed
DEL-048947,TRK-0173,2/7/2026 6:16,BR-027,BR-018,462.44,57.74,Completed
DEL-048948,TRK-0962,2/24/2026 12:33,BR-027,BR-044,383.15,52.21,Cancelled
DEL-048949,TRK-0259,2/22/2026 13:03,BR-032,BR-014,311.06,26.7,Completed
DEL-048950,TRK-0215,2/26/2026 11:48,BR-029,BR-004,129.4,16.58,Completed
DEL-048951,TRK-0571,2/10/2026 16:08,BR-004,BR-044,193.63,44.24,Completed
DEL-048952,TRK-0517,2/16/2026 16:25,BR-013,BR-022,218.63,36.33,Delayed
DEL-048953,TRK-0919,2/4/2026 8:42,BR-023,BR-018,256.26,24.83,Completed
DEL-048954,TRK-0896,2/20/2026 20:33,BR-014,BR-033,329.26,28.66,Completed
DEL-048955,TRK-0124,2/14/2026 20:10,BR-015,BR-043,307.08,93.22,Completed
DEL-048956,TRK-0408,3/2/2026 12:14,BR-027,BR-036,218.79,37.26,Delayed
DEL-048957,TRK-0436,2/9/2026 22:20,BR-001,BR-045,65.18,6.63,Completed
DEL-048958,TRK-0504,2/27/2026 22:02,BR-008,BR-000,310.57,85.31,Delayed
DEL-048959,TRK-0350,2/15/2026 6:04,BR-037,BR-034,18.5,2.19,Completed
DEL-048960,TRK-0821,2/26/2026 14:05,BR-016,BR-034,172.6,17.34,Cancelled
DEL-048961,TRK-0410,2/16/2026 10:47,BR-020,BR-004,60.25,5.62,Cancelled
DEL-048962,TRK-0212,3/1/2026 6:25,BR-016,BR-013,246.73,34.03,Completed
DEL-048963,TRK-0221,2/14/2026 12:50,BR-031,BR-005,310.94,41.32,Completed
DEL-048964,TRK-0954,2/23/2026 21:27,BR-037,BR-007,458.18,44.33,Delayed
DEL-048965,TRK-0575,2/26/2026 7:25,BR-004,BR-041,358.62,63.84,Cancelled
DEL-048966,TRK-0344,2/17/2026 6:41,BR-013,BR-004,433.14,51.77,Completed
DEL-048967,TRK-0573,2/8/2026 16:02,BR-045,BR-004,448.78,97.28,Delayed
DEL-048968,TRK-0697,2/28/2026 11:21,BR-040,BR-032,368.84,67.07,Delayed
DEL-048969,TRK-0811,2/20/2026 10:27,BR-027,BR-040,60.08,5.42,Delayed
DEL-048970,TRK-0172,2/5/2026 13:06,BR-030,BR-049,317.91,52.86,Completed
DEL-048971,TRK-0798,2/26/2026 8:51,BR-006,BR-012,217.27,20.85,Completed
DEL-048972,TRK-0478,2/18/2026 7:10,BR-042,BR-027,162.79,18.47,Completed
DEL-048973,TRK-0692,2/18/2026 10:06,BR-023,BR-046,370.75,35.24,Cancelled
DEL-048974,TRK-0559,2/24/2026 17:44,BR-009,BR-045,362.14,38.88,Completed
DEL-048975,TRK-0435,2/3/2026 13:51,BR-034,BR-036,414.9,62.27,Delayed
DEL-048976,TRK-0332,2/7/2026 16:58,BR-016,BR-040,253.58,47.64,Completed
DEL-048977,TRK-0560,3/1/2026 18:23,BR-031,BR-036,347.39,40.11,Completed
DEL-048978,TRK-0932,2/23/2026 16:26,BR-049,BR-005,467.36,69.87,Completed
DEL-048979,TRK-0405,2/17/2026 6:49,BR-026,BR-027,453.06,40.71,Cancelled
DEL-048980,TRK-0542,2/10/2026 14:12,BR-019,BR-044,15.84,2.23,Cancelled
DEL-048981,TRK-0413,2/8/2026 6:54,BR-045,BR-000,331.82,50.07,Delayed
DEL-048982,TRK-0987,3/1/2026 17:56,BR-002,BR-043,306.43,26.96,Completed
DEL-048983,TRK-0868,2/25/2026 17:34,BR-025,BR-047,280.91,24.59,Cancelled
DEL-048984,TRK-0253,2/28/2026 21:35,BR-036,BR-009,497.63,59.67,Completed
DEL-048985,TRK-0386,2/5/2026 21:53,BR-043,BR-000,411.21,38.88,Delayed
DEL-048986,TRK-0402,2/15/2026 21:45,BR-033,BR-014,29.75,3.22,Completed
DEL-048987,TRK-0341,2/6/2026 6:37,BR-046,BR-013,428.26,61.57,Completed
DEL-048988,TRK-0808,2/18/2026 17:01,BR-011,BR-030,38.03,6.29,Completed
DEL-048989,TRK-0214,2/19/2026 13:44,BR-036,BR-033,78.74,7.55,Completed
DEL-048990,TRK-0786,2/8/2026 21:34,BR-033,BR-027,91.94,9.71,Completed
DEL-048991,TRK-0450,2/18/2026 16:36,BR-045,BR-008,355.66,31.81,Delayed
DEL-048992,TRK-0271,2/14/2026 11:08,BR-040,BR-017,138.92,12.98,Delayed
DEL-048993,TRK-0610,3/1/2026 19:27,BR-022,BR-027,71.92,13.09,Completed
DEL-048994,TRK-0092,2/9/2026 18:05,BR-022,BR-024,29.22,4.68,Completed
DEL-048995,TRK-0689,2/24/2026 22:10,BR-000,BR-027,33.15,3.38,Delayed
DEL-048996,TRK-0729,2/25/2026 13:20,BR-015,BR-044,217.25,24.77,Cancelled
DEL-048997,TRK-0842,2/12/2026 16:48,BR-018,BR-031,494.44,41.67,Cancelled
DEL-048998,TRK-0258,2/12/2026 13:07,BR-043,BR-044,55.69,15.15,Completed
DEL-048999,TRK-0277,2/11/2026 9:52,BR-042,BR-012,467.35,73.64,Cancelled
DEL-049000,TRK-0144,2/24/2026 11:26,BR-022,BR-027,466.63,60.47,Delayed
DEL-049001,TRK-0226,2/1/2026 18:18,BR-036,BR-042,498.02,75.33,Completed
DEL-049002,TRK-0144,2/7/2026 13:22,BR-028,BR-030,271.9,29.38,Completed
DEL-049003,TRK-0347,2/13/2026 19:54,BR-007,BR-010,68.07,9.59,Completed
DEL-049004,TRK-0232,2/18/2026 19:39,BR-007,BR-039,469.85,66.13,Completed
DEL-049005,TRK-0572,2/20/2026 6:19,BR-029,BR-018,365.46,43.46,Completed
DEL-049006,TRK-0881,2/11/2026 8:27,BR-035,BR-042,414.97,67.22,Delayed
DEL-049007,TRK-0359,2/5/2026 16:16,BR-040,BR-005,306.07,25.89,Completed
DEL-049008,TRK-0829,2/6/2026 13:06,BR-032,BR-023,91.7,11.5,Completed
DEL-049009,TRK-0445,2/22/2026 17:17,BR-042,BR-020,46.75,4.81,Delayed
DEL-049010,TRK-0136,2/25/2026 8:41,BR-019,BR-021,301.51,65.2,Completed
DEL-049011,TRK-0380,2/22/2026 19:24,BR-043,BR-030,92.78,14.68,Completed
DEL-049012,TRK-0089,2/22/2026 12:58,BR-014,BR-042,126.11,29.66,Completed
DEL-049013,TRK-0598,2/3/2026 15:52,BR-001,BR-019,86.25,10.32,Cancelled
DEL-049014,TRK-0586,2/1/2026 15:18,BR-025,BR-036,81.47,22.1,Completed
DEL-049015,TRK-0260,2/23/2026 10:26,BR-048,BR-033,165.44,33.21,Completed
DEL-049016,TRK-0659,2/2/2026 10:12,BR-033,BR-030,334.47,43.03,Cancelled
DEL-049017,TRK-0674,2/11/2026 17:19,BR-001,BR-038,416.71,78.83,Completed
